Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,01-Mar,PPA,CrsPA,PrgP,season
Yerry Mina,co COL,DF,Everton,25,1994,21.5,1134,1259,90.1,20517,7002,395,415,95.2,630,663,95,75,128,58.6,0,0,0.1,0,1,40,0,0,48,20/21
Takumi Minamino,jp JPN,MF,Southampton,25,1995,7.9,183,261,70.1,2416,504,110,132,83.3,47,67,70.1,10,22,45.5,0,0.5,0.2,-0.5,5,9,5,0,15,20/21
Takumi Minamino,jp JPN,MFFW,Liverpool,25,1995,3.3,111,142,78.2,1368,248,63,72,87.5,38,46,82.6,1,7,14.3,0,0,0.1,0,0,7,2,0,8,20/21
Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,35.5,1314,1696,77.5,27322,12308,380,439,86.6,745,816,91.3,165,379,43.5,2,0.4,0.5,1.6,7,97,4,1,104,20/21
Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19,556,809,68.7,8181,5063,320,396,80.8,194,277,70,27,76,35.5,1,0.2,0.5,0.8,3,51,11,5,77,20/21
Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,15.6,284,388,73.2,3630,573,176,224,78.6,62,83,74.7,13,18,72.2,3,2.7,2,0.3,23,9,11,2,27,20/21
Jakub Moder,pl POL,DFMF,Brighton,21,1999,7.2,203,284,71.5,2691,845,127,147,86.4,65,85,76.5,5,24,20.8,0,0.2,0.3,-0.2,3,16,6,0,30,20/21
Jayson Molumby,ie IRL,MF,Brighton,20,1999,0,0,1,0,0,0,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,20/21
Wesley Moraes,br BRA,FW,Aston Villa,23,1996,0.2,4,4,100,33,0,4,4,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Wes Morgan,jm JAM,DF,Leicester City,36,1984,0.2,5,5,100,82,76,3,3,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,2,20/21
Mason Mount,eng ENG,MF,Chelsea,21,1999,32.1,1549,1900,81.5,23673,6490,812,892,91,487,585,83.2,134,214,62.6,5,8.2,6.9,-3.2,87,149,47,5,233,20/21
Lucas Moura,br BRA,FWMF,Tottenham,27,1992,15.7,437,602,72.6,5967,1561,240,294,81.6,143,181,79,16,37,43.2,4,2,1.4,2,16,35,14,2,46,20/21
Lys Mousset,fr FRA,FWMF,Sheffield Utd,24,1996,3.3,34,46,73.9,476,74,19,22,86.4,11,14,78.6,2,3,66.7,0,0.3,0.1,-0.3,3,4,0,0,3,20/21
João Moutinho,pt POR,MF,Wolves,33,1986,28.1,1553,1846,84.1,27362,7149,647,705,91.8,708,786,90.1,155,263,58.9,1,2.4,2.8,-1.4,46,131,19,7,169,20/21
Joel Mumbongo,se SWE,FW,Burnley,21,1999,0.4,4,5,80,37,0,3,3,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Jacob Murphy,eng ENG,DFMF,Newcastle Utd,25,1995,18.1,420,624,67.3,6887,3063,215,255,84.3,143,210,68.1,46,104,44.2,3,3.8,2.6,-0.8,19,25,27,13,47,20/21
Shkodran Mustafi,de GER,DF,Arsenal,28,1992,0.5,44,50,88,976,212,5,7,71.4,35,35,100,4,7,57.1,0,0,0,0,0,2,0,0,7,20/21
Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,8.3,240,286,83.9,3705,971,126,140,90,94,108,87,12,21,57.1,0,0.1,0.1,-0.1,2,18,0,0,9,20/21
Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,0.1,3,3,100,34,11,2,2,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0,20/21
Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,24.2,1245,1441,86.4,20490,5041,572,643,89,538,590,91.2,93,130,71.5,4,1.3,0.6,2.7,16,95,4,0,73,20/21
Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,23.2,1008,1186,85,14050,3728,570,632,90.2,323,370,87.3,43,63,68.3,2,1.8,1.5,0.2,14,96,18,2,114,20/21
Reiss Nelson,eng ENG,FWMF,Arsenal,20,1999,0.8,17,29,58.6,305,72,7,7,100,7,12,58.3,2,6,33.3,0,0,0,0,0,3,1,1,4,20/21
Pedro Neto,pt POR,FWMF,Wolves,20,2000,28.3,962,1229,78.3,13726,2855,590,634,93.1,257,345,74.5,60,138,43.5,6,5.4,5.1,0.6,61,46,37,24,54,20/21
Rúben Neves,pt POR,MF,Wolves,23,1997,29.7,1678,2007,83.6,34730,9155,563,627,89.8,798,907,88,296,407,72.7,1,1.9,2,-0.9,33,214,25,3,212,20/21
Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,4.7,76,93,81.7,891,94,53,62,85.5,16,20,80,1,1,100,1,0.6,0.2,0.4,8,4,2,0,6,20/21
Niels Nkounkou,fr FRA,DFFW,Everton,19,2000,0.9,29,36,80.6,459,98,18,18,100,9,13,69.2,2,4,50,0,0,0,0,0,3,0,0,2,20/21
Dan Nlundulu,eng ENG,FWMF,Southampton,21,1999,1.2,21,29,72.4,302,44,14,20,70,6,6,100,1,1,100,0,0,0,0,1,1,1,0,4,20/21
Mark Noble,eng ENG,MF,West Ham,33,1987,7.9,388,442,87.8,6706,1799,172,189,91,160,175,91.4,41,52,78.8,0,0.3,0.3,-0.3,5,41,5,2,25,20/21
Will Norris,eng ENG,GK,Burnley,26,1993,2,27,57,47.4,1411,1356,0,0,,5,5,100,22,52,42.3,0,0,0,0,1,7,1,0,0,20/21
Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,24.7,1205,1532,78.7,23516,7230,472,526,89.7,524,607,86.3,183,334,54.8,0,2,2.1,-2,31,134,27,8,125,20/21
Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2,56,79,70.9,1001,412,22,23,95.7,25,33,75.8,8,17,47.1,0,0,0,0,0,4,1,0,5,20/21
Dara O'Shea,ie IRL,DF,West Brom,21,1999,23.4,583,924,63.1,12060,6392,217,282,77,244,336,72.6,105,250,42,0,0.2,0.2,-0.2,5,76,4,0,62,20/21
Michael Obafemi,ie IRL,FW,Southampton,20,2000,0.7,12,13,92.3,126,22,7,8,87.5,2,2,100,1,1,100,0,0.1,0,-0.1,1,1,0,0,1,20/21
Denis Odoi,gh GHA,DF,Fulham,32,1988,3,156,190,82.1,2889,877,64,73,87.7,74,82,90.2,17,26,65.4,0,0.1,0.1,-0.1,1,11,2,1,10,20/21
Angelo Ogbonna,it ITA,DF,West Ham,32,1988,27.7,830,1022,81.2,16253,5523,240,271,88.6,495,560,88.4,87,163,53.4,0,0.8,0.6,-0.8,4,27,0,0,36,20/21
Robin Olsen,se SWE,GK,Everton,30,1990,7,139,200,69.5,4123,3252,25,25,100,58,58,100,53,113,46.9,0,0,0,0,0,1,0,0,0,20/21
Josh Onomah,eng ENG,MF,Fulham,23,1997,4.2,153,172,89,2365,566,78,87,89.7,56,60,93.3,11,13,84.6,0,0,0.2,0,1,15,3,0,19,20/21
Divock Origi,be BEL,FW,Liverpool,25,1995,2.1,47,61,77,488,78,30,34,88.2,11,15,73.3,0,1,0,0,0.2,0.2,-0.2,2,2,0,0,5,20/21
Ben Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,17.8,660,859,76.8,8905,3102,420,466,90.1,169,221,76.5,33,85,38.8,0,2,2,-2,17,53,27,11,77,20/21
Owen Otasowie,us USA,MFFW,Wolves,19,2001,2.1,43,59,72.9,543,151,25,32,78.1,14,18,77.8,1,2,50,1,0.1,0,0.9,2,3,0,0,3,20/21
Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,26,1993,2.8,106,143,74.1,1925,466,53,60,88.3,38,48,79.2,14,18,77.8,1,0.3,0.3,0.7,2,11,2,0,20,20/21
Emerson Palmieri,it ITA,DF,Chelsea,25,1994,1,51,68,75,748,158,31,36,86.1,13,18,72.2,3,7,42.9,0,0,0,0,0,1,1,1,0,20/21
Thomas Partey,gh GHA,MF,Arsenal,27,1993,17,994,1149,86.5,16695,5283,475,520,91.3,403,443,91,90,132,68.2,2,1,1.1,1,12,143,11,0,121,20/21
Rui Patrício,pt POR,GK,Wolves,32,1988,37,559,810,69,16021,11909,126,127,99.2,191,195,97.9,229,472,48.5,0,0,0,0,0,1,0,0,0,20/21
Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4,59,114,51.8,2880,2667,4,4,100,10,11,90.9,45,96,46.9,0,0,0,0,0,4,0,0,0,20/21
Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,49,80,61.3,774,231,25,28,89.3,20,32,62.5,3,13,23.1,0,0,0,0,1,5,2,2,6,20/21
Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18,519,690,75.2,6655,1281,330,389,84.8,140,182,76.9,14,35,40,1,1,1.6,0,11,16,17,0,45,20/21
Matheus Pereira,pt POR,MFFW,West Brom,24,1996,28.6,790,1097,72,12365,4136,443,510,86.9,213,301,70.8,90,193,46.6,6,6.3,5.3,-0.3,59,63,42,8,115,20/21
Ricardo Pereira,pt POR,DFFW,Leicester City,26,1993,10.7,418,548,76.3,6008,1939,255,295,86.4,130,172,75.6,20,38,52.6,1,0.6,0.7,0.4,10,26,13,2,45,20/21
Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,14.8,369,497,74.2,4537,1189,238,282,84.4,88,122,72.1,13,29,44.8,1,1.3,2,-0.3,23,32,22,4,54,20/21
Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27,1222,1490,82,25451,6915,394,444,88.7,583,661,88.2,220,321,68.5,2,3.4,3,-1.4,35,114,18,3,137,20/21
Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,384,563,68.2,6033,1999,202,253,79.8,128,177,72.3,31,68,45.6,1,3.4,2.5,-2.4,26,26,21,11,51,20/21
Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,948,1127,84.1,16825,5678,383,428,89.5,481,542,88.7,69,124,55.6,1,0.6,0.3,0.4,7,62,2,0,55,20/21
Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0,2,4,50,41,0,1,3,33.3,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,20/21
Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,766,1154,66.4,23261,18485,201,203,99,248,250,99.2,307,686,44.8,0,0,0.1,0,1,28,1,0,0,20/21
Erik Pieters,nl NED,DFMF,Burnley,31,1988,14.1,449,606,74.1,7105,2720,226,254,89,172,214,80.4,30,94,31.9,1,0.4,0.5,0.6,5,28,3,0,37,20/21
Daniel Podence,pt POR,MFFW,Wolves,24,1995,18.5,483,643,75.1,7867,2039,269,316,85.1,129,180,71.7,59,84,70.2,2,1.7,1.7,0.3,21,47,20,5,72,20/21
Paul Pogba,fr FRA,MFFW,Manchester Utd,27,1993,21.1,1112,1367,81.3,19406,4987,541,617,87.7,399,468,85.3,131,187,70.1,3,2.4,1.8,0.6,26,132,26,1,139,20/21
Nick Pope,eng ENG,GK,Burnley,28,1992,32,505,989,51.1,20828,18354,35,35,100,143,150,95.3,327,789,41.4,0,0.1,0.1,-0.1,2,37,1,0,1,20/21
Dennis Praet,be BEL,MF,Leicester City,26,1994,8,248,315,78.7,3458,779,142,159,89.3,77,104,74,10,22,45.5,1,1.1,0.7,-0.1,7,11,7,2,25,20/21
Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,70,96,72.9,1134,372,37,51,72.5,25,32,78.1,5,6,83.3,0,0,0.2,0,0,5,5,0,14,20/21
Christian Pulisic,us USA,FWMF,Chelsea,21,1998,19.3,561,705,79.6,7253,1587,347,405,85.7,159,197,80.7,13,26,50,2,2.8,2.2,-0.8,25,34,37,3,82,20/21
Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38,569,1153,49.3,22218,19232,71,73,97.3,176,179,98.3,318,889,35.8,0,0.1,0.1,-0.1,2,44,1,0,0,20/21
Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7,192,229,83.8,3083,765,102,114,89.5,70,78,89.7,14,19,73.7,0,0.3,0.2,-0.3,6,15,1,1,23,20/21
Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1,17,23,73.9,242,81,9,10,90,7,10,70,0,1,0,0,0,0,0,0,0,0,0,0,20/21
Darren Randolph,ie IRL,GK,West Ham,33,1987,3,36,66,54.5,1188,987,6,6,100,14,14,100,16,46,34.8,0,0,0,0,0,1,0,0,0,20/21
Raphinha,br BRA,MFFW,Leeds United,23,1996,26.2,687,1064,64.6,11676,4332,347,413,84,218,336,64.9,88,204,43.1,9,7.9,6.8,1.1,64,79,40,7,97,20/21
Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,1001,1248,80.2,14132,2775,579,663,87.3,303,367,82.6,54,84,64.3,9,3.8,3.1,5.2,43,44,54,5,117,20/21
Tim Ream,us USA,DF,Fulham,32,1987,7,424,468,90.6,8479,3047,125,130,96.2,249,265,94,48,66,72.7,0,0,0,0,0,29,0,0,31,20/21
Nathan Redmond,eng ENG,MFFW,Southampton,26,1994,19.3,570,765,74.5,8403,2031,311,377,82.5,198,250,79.2,33,57,57.9,3,3.2,2.1,-0.2,29,32,30,4,75,20/21
Harrison Reed,eng ENG,MF,Fulham,25,1995,25,1288,1516,85,21403,5739,610,672,90.8,551,609,90.5,89,157,56.7,2,1.7,1.8,0.3,21,102,16,3,127,20/21
Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,1092,1445,75.6,16333,5647,591,687,86,402,515,78.1,52,134,38.8,3,2,1.9,1,17,53,25,13,73,20/21
Bobby Reid,jm JAM,MFFW,Fulham,27,1993,26.4,615,830,74.1,9138,2549,325,388,83.8,216,279,77.4,38,86,44.2,2,1.1,1.8,0.9,14,37,21,4,67,20/21
Declan Rice,eng ENG,MF,West Ham,21,1999,32,1352,1561,86.6,23571,6640,613,674,90.9,565,620,91.1,138,191,72.3,1,1.8,1.5,-0.8,22,125,18,6,169,20/21
Lewis Richardson,eng ENG,FWMF,Burnley,17,2003,0,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Richarlison,br BRA,FW,Everton,23,1997,31.8,526,791,66.5,7213,1435,311,390,79.7,158,231,68.4,23,45,51.1,3,3.3,2.3,-0.3,25,26,15,1,58,20/21
Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,541,636,85.1,8053,2448,283,319,88.7,197,219,90,34,47,72.3,0,0.8,0.8,-0.8,11,59,8,0,73,20/21
Matt Ritchie,sct SCO,DFMF,Newcastle Utd,30,1989,15,411,611,67.3,7364,2983,194,223,87,136,192,70.8,66,162,40.7,2,2.2,2.1,-0.2,25,32,16,13,38,20/21
Tyler Roberts,wls WAL,MFFW,Leeds United,21,1999,14.9,334,478,69.9,4621,1109,191,233,82,92,123,74.8,20,46,43.5,2,2.3,1.1,-0.3,16,29,17,1,53,20/21
Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,2624,3303,79.4,41070,12970,1461,1619,90.2,953,1156,82.4,156,376,41.5,7,6.6,5.9,0.4,66,194,62,27,228,20/21
Antonee Robinson,us USA,DF,Fulham,22,1997,24,974,1385,70.3,15751,5884,489,567,86.2,381,540,70.6,77,174,44.3,0,1.9,2,-1.9,29,48,41,22,82,20/21
Callum Robinson,ie IRL,FWMF,West Brom,25,1995,17.3,299,433,69.1,4262,971,170,204,83.3,84,121,69.4,23,45,51.1,0,1,0.8,-1,16,23,11,5,27,20/21
Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,364,470,77.4,6071,2267,165,185,89.2,161,196,82.1,24,61,39.3,1,0.6,0.7,0.4,1,20,1,0,22,20/21
Hal Robson-Kanu,wls WAL,FW,West Brom,31,1989,6.2,56,81,69.1,755,198,34,41,82.9,16,22,72.7,3,5,60,0,0.2,0.2,-0.2,5,6,1,0,11,20/21
Marek Rodák,sk SVK,GK,Fulham,23,1996,2,39,47,83,989,636,9,9,100,19,19,100,10,18,55.6,0,0,0,0,0,0,0,0,0,20/21
Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,378,429,88.1,6992,2048,131,144,91,214,226,94.7,27,48,56.3,0,0,0,0,0,9,0,0,12,20/21
Rodri,es ESP,MF,Manchester City,24,1996,30.5,2545,2801,90.9,44312,10473,1138,1213,93.8,1055,1149,91.8,273,321,85,2,1.4,2.2,0.6,29,217,20,2,227,20/21
Rodrigo,es ESP,MFFW,Leeds United,29,1991,14.3,437,586,74.6,6744,1713,232,276,84.1,136,180,75.6,42,64,65.6,2,3.5,2.7,-1.5,31,42,21,3,80,20/21
James Rodríguez,co COL,FWMF,Everton,29,1991,19.6,901,1149,78.4,16113,4879,422,485,87,292,342,85.4,141,233,60.5,4,4.8,4.8,-0.8,40,103,38,2,133,20/21
Jay Rodriguez,eng ENG,FW,Burnley,31,1989,14.1,202,280,72.1,2276,524,141,171,82.5,35,57,61.4,6,10,60,2,1.1,0.6,0.9,6,17,8,0,23,20/21
Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,1056,1287,82.1,15539,3730,594,671,88.5,362,431,84,51,97,52.6,1,1.4,1,-0.4,14,75,16,2,91,20/21
John Ruddy,eng ENG,GK,Wolves,33,1986,1,19,24,79.2,498,342,2,2,100,10,10,100,7,12,58.3,0,0,0,0,0,0,0,0,0,20/21
Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19,1365,1534,89,24963,7656,515,546,94.3,735,774,95,101,179,56.4,0,0.4,0.4,-0.4,3,98,4,1,71,20/21
Mathew Ryan,au AUS,GK,Arsenal,28,1992,3,63,68,92.6,1313,828,14,14,100,41,41,100,7,12,58.3,0,0.1,0,-0.1,1,0,0,0,0,20/21
Mathew Ryan,au AUS,GK,Brighton,28,1992,11,329,411,80,7967,4561,67,68,98.5,176,178,98.9,84,163,51.5,0,0,0,0,0,1,0,0,0,20/21
Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,23,1997,17.3,355,444,80,5503,1314,189,220,85.9,122,152,80.3,28,37,75.7,4,3.7,2,0.3,30,28,11,4,65,20/21
Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,1199,1495,80.2,23216,10367,430,477,90.1,622,711,87.5,140,262,53.4,0,0.2,0.5,-0.2,5,113,5,4,100,20/21
Bukayo Saka,eng ENG,FWMF,Arsenal,18,2001,28.4,858,1161,73.9,11752,2855,525,606,86.6,242,326,74.2,40,116,34.5,3,4.4,5,-1.4,38,55,31,9,101,20/21
Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,83,94,88.3,1495,730,32,37,86.5,41,41,100,6,11,54.5,0,0,0,0,0,3,0,0,4,20/21
Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,1067,1302,82,13390,3013,718,796,90.2,246,316,77.8,36,54,66.7,5,6.2,7,-1.2,55,59,72,5,136,20/21
Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,304,383,79.4,4301,1511,181,203,89.2,96,122,78.7,11,25,44,0,0.4,0,-0.4,2,21,0,0,13,20/21
Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,868,1027,84.5,16505,5026,292,327,89.3,497,543,91.5,65,123,52.8,0,0,0.1,0,1,18,1,0,36,20/21
Robert Sánchez,es ESP,GK,Brighton,22,1997,27,812,1106,73.4,21987,13945,154,156,98.7,413,420,98.3,243,523,46.5,0,0,0,0,1,21,0,0,1,20/21
Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,118,154,76.6,1742,504,70,75,93.3,35,45,77.8,9,17,52.9,0,0.1,0.5,-0.1,1,12,3,1,16,20/21
Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,616,729,84.5,10470,3057,279,310,90,261,293,89.1,53,78,67.9,0,0.6,0.4,-0.6,6,58,4,1,67,20/21
Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,13.8,468,614,76.2,9712,4248,173,188,92,207,244,84.8,82,161,50.9,0,0,0.3,0,0,39,10,0,41,20/21
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,304,436,69.7,4320,1251,180,228,78.9,89,128,69.5,15,28,53.6,3,2,1,1,18,29,11,4,44,20/21
Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38,927,1251,74.1,25302,16109,139,141,98.6,468,477,98.1,318,628,50.6,0,0,0,0,0,9,0,0,0,20/21
Nélson Semedo,pt POR,DFMF,Wolves,26,1993,33.1,1586,1976,80.3,22838,6783,985,1082,91,459,581,79,92,167,55.1,1,1.3,2.8,-0.3,21,117,20,10,138,20/21
Femi Seriki,eng ENG,MF,Sheffield Utd,18,2002,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Jamie Shackleton,eng ENG,MFDF,Leeds United,20,1999,5.1,191,214,89.3,2655,586,115,124,92.7,66,69,95.7,5,8,62.5,0,0.1,0.3,-0.1,2,10,0,0,11,20/21
Xherdan Shaqiri,ch SUI,MFFW,Liverpool,28,1991,6.2,361,428,84.3,5174,1362,201,221,91,114,134,85.1,23,35,65.7,2,2.5,1.8,-0.5,19,24,26,4,54,20/21
Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,8.2,85,123,69.1,1003,155,53,69,76.8,24,33,72.7,0,1,0,0,0.5,0.6,-0.5,4,1,3,0,11,20/21
Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,1650,2068,79.8,23339,9202,989,1082,91.4,483,588,82.1,99,212,46.7,5,6.4,6,-1.4,72,103,42,14,147,20/21
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,1092,1499,72.8,23397,7464,389,457,85.1,450,552,81.5,227,416,54.6,3,3,2.3,0,37,143,21,4,132,20/21
Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,0.1,5,6,83.3,57,6,3,3,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,0,20/21
Gylfi Sigurðsson,is ISL,MFFW,Everton,30,1989,25,758,963,78.7,12289,3249,378,429,88.1,268,307,87.3,69,141,48.9,5,3.8,3.5,1.2,44,55,22,5,81,20/21
Bernardo Silva,pt POR,MFFW,Manchester City,25,1994,22.9,1287,1434,89.7,18862,3005,718,758,94.7,419,461,90.9,78,98,79.6,6,3.8,2.8,2.2,26,71,31,1,116,20/21
Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,237,330,71.8,2728,325,153,190,80.5,52,77,67.5,5,14,35.7,3,1,0.4,2,11,7,5,0,17,20/21
Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,1809,1952,92.7,34651,13251,615,647,95.1,997,1035,96.3,176,233,75.5,0,0.3,0.5,-0.3,5,107,8,0,82,20/21
Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,679,811,83.7,10344,2252,336,383,87.7,247,282,87.6,44,69,63.8,0,0.1,0.3,-0.1,4,42,6,1,57,20/21
Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,6,9,66.7,73,12,5,6,83.3,1,2,50,0,0,,0,0.1,0,-0.1,1,1,0,0,1,20/21
William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,61,78,78.2,920,189,35,35,100,21,28,75,4,10,40,0,0,0,0,0,5,1,0,7,20/21
Emile Smith Rowe,eng ENG,MFFW,Arsenal,20,2000,16,648,746,86.9,8625,1644,408,446,91.5,186,203,91.6,21,31,67.7,4,3.4,2.6,0.6,27,45,14,1,68,20/21
Robert Snodgrass,sct SCO,MFFW,West Brom,32,1987,5.8,107,141,75.9,1632,503,56,66,84.8,39,57,68.4,7,9,77.8,0,0.4,0.5,-0.4,3,11,3,1,14,20/21
Robert Snodgrass,sct SCO,FWMF,West Ham,32,1987,0.1,4,4,100,43,15,3,3,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,20/21
Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,349,469,74.4,5184,1901,208,237,87.8,108,152,71.1,21,50,42,1,0.9,0.6,0.1,6,33,6,2,46,20/21
Tomáš Souček,cz CZE,MF,West Ham,25,1995,38,1218,1623,75,20258,5713,586,774,75.7,450,583,77.2,121,151,80.1,1,2,2.4,-1,18,127,7,1,165,20/21
Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,1244,1423,87.4,21098,7015,528,572,92.3,617,682,90.5,73,133,54.9,0,0.5,0.3,-0.5,7,76,5,3,90,20/21
Zack Steffen,us USA,GK,Manchester City,25,1995,1,25,30,83.3,443,257,10,10,100,10,10,100,3,8,37.5,0,0,0,0,0,0,0,0,0,20/21
Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,98,120,81.7,1601,436,44,54,81.5,37,42,88.1,12,14,85.7,0,0,0.1,0,0,8,2,0,11,20/21
Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,860,1067,80.6,15605,6205,351,403,87.1,415,477,87,78,149,52.3,0,0.3,0.3,-0.3,6,67,9,0,65,20/21
Raheem Sterling,eng ENG,FW,Manchester City,25,1994,28.2,966,1141,84.7,11107,1934,689,748,92.1,187,222,84.2,17,30,56.7,7,5.7,5.3,1.3,37,45,27,1,67,20/21
Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30,1108,1459,75.9,16993,7282,627,703,89.2,375,482,77.8,77,186,41.4,1,1.6,1.7,-0.6,17,88,33,10,124,20/21
John Stones,eng ENG,DF,Manchester City,26,1994,21.5,1620,1737,93.3,27840,8403,682,711,95.9,807,843,95.7,96,133,72.2,0,0.1,0.4,-0.1,2,115,4,0,101,20/21
Pascal Struijk,nl NED,DFMF,Leeds United,20,1999,23.1,1118,1301,85.9,21896,7066,343,390,87.9,653,700,93.3,106,176,60.2,0,0.1,0.3,-0.1,4,53,2,1,71,20/21
Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,195,239,81.6,2640,997,121,136,89,59,67,88.1,6,18,33.3,0,0.6,0.4,-0.6,1,5,3,1,14,20/21
Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,1647,2189,75.2,27404,13151,879,1006,87.4,565,742,76.1,159,314,50.6,2,2.5,3.1,-0.5,38,161,47,14,231,20/21
James Tarkowski,eng ENG,DF,Burnley,27,1992,36,889,1279,69.5,19153,8450,285,379,75.2,408,520,78.5,172,319,53.9,0,1.2,1.3,-1.2,12,69,17,2,83,20/21
Percy Tau,za RSA,FW,Brighton,26,1994,1.1,24,33,72.7,282,53,15,18,83.3,7,7,100,0,2,0,1,0.4,0.3,0.6,3,1,0,0,1,20/21
Sidnei Tavares,pt POR,MF,Leicester City,18,2001,0.9,18,26,69.2,273,42,10,18,55.6,8,8,100,0,0,,0,0,0,0,0,0,0,0,2,20/21
Charlie Taylor,eng ENG,DF,Burnley,26,1993,27,922,1342,68.7,15099,6380,496,563,88.1,308,437,70.5,94,261,36,1,1.4,1.8,-0.4,12,71,25,18,73,20/21
Neil Taylor,wls WAL,DF,Aston Villa,31,1989,0.2,9,10,90,86,24,9,10,90,0,0,,0,0,,0,0,0,0,0,0,0,0,1,20/21
Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,0,1,0,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20/21
Nathan Tella,eng ENG,FWMF,Southampton,21,1999,8.3,99,142,69.7,1373,226,63,76,82.9,22,31,71,8,12,66.7,1,0.8,0.5,0.2,6,4,7,1,9,20/21
